title,year,genre,public_permission,duration_hr,duration_min,noted_imdb,movie_poster,play_trailer,movie_url
Le notti di Cabiria,1957,Drama,Not Rated,1,50,8.1,https://www.imdb.com/title/tt0050783/mediaviewer/rm4206147841/?ref_=tt_ov_i,https://www.imdb.com/video/vi1789181465?playlistId=tt0050783&ref_=tt_ov_vi,https://www.imdb.com/title/tt0050783/
Le dîner de cons,1998,Comedy,PG-13,1,20,7.6,https://www.imdb.com/title/tt0119038/mediaviewer/rm3266674176/?ref_=tt_ov_i,https://www.imdb.com/video/vi1328660249?playlistId=tt0119038&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119038/
The Shop Around the Corner,1940,Comedy,Not Rated,1,39,8.1,https://www.imdb.com/title/tt0033045/mediaviewer/rm2491358465/?ref_=tt_ov_i,https://www.imdb.com/video/vi3880622361?playlistId=tt0033045&ref_=tt_ov_vi,https://www.imdb.com/title/tt0033045/
Hana-bi,1997,Crime,,,,7.7,https://www.imdb.com/title/tt0119250/mediaviewer/rm1777942016/?ref_=tt_ov_i,https://www.imdb.com/title/tt0119250/,https://www.imdb.com/title/tt0119250/
Kind Hearts and Coronets,1949,Comedy,Not Rated,1,46,8.0,https://www.imdb.com/title/tt0041546/mediaviewer/rm2373091841/?ref_=tt_ov_i,https://www.imdb.com/video/vi93389081?playlistId=tt0041546&ref_=tt_ov_vi,https://www.imdb.com/title/tt0041546/
Central do Brasil,1998,Drama,R,1,50,8.0,https://www.imdb.com/title/tt0140888/mediaviewer/rm563154944/?ref_=tt_ov_i,https://www.imdb.com/video/vi1924989209?playlistId=tt0140888&ref_=tt_ov_vi,https://www.imdb.com/title/tt0140888/
Haider,2014,Action,Not Rated,2,40,8.1,https://www.imdb.com/title/tt3390572/mediaviewer/rm3204890624/?ref_=tt_ov_i,https://www.imdb.com/video/vi1185984281?playlistId=tt3390572&ref_=tt_ov_vi,https://www.imdb.com/title/tt3390572/
La belle et la bête,1946,Drama,Not Rated,1,36,7.9,https://www.imdb.com/title/tt0038348/mediaviewer/rm3127736576/?ref_=tt_ov_i,https://www.imdb.com/video/vi1008515097?playlistId=tt0038348&ref_=tt_ov_vi,https://www.imdb.com/title/tt0038348/
Pink,2016,Crime,Not Rated,2,16,8.1,https://www.imdb.com/title/tt5571734/mediaviewer/rm3520399360/?ref_=tt_ov_i,https://www.imdb.com/video/vi3502422809?playlistId=tt5571734&ref_=tt_ov_vi,https://www.imdb.com/title/tt5571734/
Vera Drake,2004,Crime,R,2,5,7.6,https://www.imdb.com/title/tt0383694/mediaviewer/rm855382784/?ref_=tt_ov_i,https://www.imdb.com/video/vi1392181529?playlistId=tt0383694&ref_=tt_ov_vi,https://www.imdb.com/title/tt0383694/
Vozvrashchenie,2003,Drama,Not Rated,1,50,7.9,https://www.imdb.com/title/tt0376968/mediaviewer/rm3731180032/?ref_=tt_ov_i,https://www.imdb.com/video/vi3549545241?playlistId=tt0376968&ref_=tt_ov_vi,https://www.imdb.com/title/tt0376968/
Udta Punjab,2016,Crime,Not Rated,2,28,7.7,https://www.imdb.com/title/tt4434004/mediaviewer/rm3826950657/?ref_=tt_ov_i,https://www.imdb.com/video/vi3519200025?playlistId=tt4434004&ref_=tt_ov_vi,https://www.imdb.com/title/tt4434004/
Jean de Florette,1986,Comedy,PG,2,,8.1,https://www.imdb.com/title/tt0091288/mediaviewer/rm978941184/?ref_=tt_ov_i,https://www.imdb.com/video/vi279511321?playlistId=tt0091288&ref_=tt_ov_vi,https://www.imdb.com/title/tt0091288/
Vivre sa vie: Film en douze tableaux,1962,Drama,Not Rated,1,20,7.9,https://www.imdb.com/title/tt0056663/mediaviewer/rm2498235648/?ref_=tt_ov_i,https://www.imdb.com/video/vi409995033?playlistId=tt0056663&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056663/
Sherlock Jr.,1924,Action,Passed,45,,8.2,https://www.imdb.com/title/tt0015324/mediaviewer/rm761289728/?ref_=tt_ov_i,https://www.imdb.com/video/vi2465709081?playlistId=tt0015324&ref_=tt_ov_vi,https://www.imdb.com/title/tt0015324/
Nueve reinas,2000,Crime,R,1,54,7.9,https://www.imdb.com/title/tt0247586/mediaviewer/rm2677148416/?ref_=tt_ov_i,https://www.imdb.com/video/vi2694381849?playlistId=tt0247586&ref_=tt_ov_vi,https://www.imdb.com/title/tt0247586/
Tropa de Elite 2: O Inimigo Agora é Outro,2010,Action,Not Rated,1,55,8.0,https://www.imdb.com/title/tt1555149/mediaviewer/rm3798970880/?ref_=tt_ov_i,https://www.imdb.com/video/vi3872890393?playlistId=tt1555149&ref_=tt_ov_vi,https://www.imdb.com/title/tt1555149/
Dil Chahta Hai,2001,Comedy,Not Rated,3,3,8.1,https://www.imdb.com/title/tt0292490/mediaviewer/rm2486146561/?ref_=tt_ov_i,https://www.imdb.com/video/vi3770923801?playlistId=tt0292490&ref_=tt_ov_vi,https://www.imdb.com/title/tt0292490/
Masaan,2015,Drama,,,,8.1,https://www.imdb.com/title/tt4635372/mediaviewer/rm2832788224/?ref_=tt_ov_i,https://www.imdb.com/video/vi3870078489?playlistId=tt4635372&ref_=tt_ov_vi,https://www.imdb.com/title/tt4635372/
Queen,2013,Adventure,Not Rated,2,26,8.1,https://www.imdb.com/title/tt3322420/mediaviewer/rm857046528/?ref_=tt_ov_i,https://www.imdb.com/video/vi193703193?playlistId=tt3322420&ref_=tt_ov_vi,https://www.imdb.com/title/tt3322420/
Talvar,2015,Crime,Not Rated,2,12,8.1,https://www.imdb.com/title/tt4934950/mediaviewer/rm3748065024/?ref_=tt_ov_i,https://www.imdb.com/video/vi1247982361?playlistId=tt4934950&ref_=tt_ov_vi,https://www.imdb.com/title/tt4934950/
Nefes: Vatan Sagolsun,2009,Action,,,,7.9,https://www.imdb.com/title/tt1171701/mediaviewer/rm1386974720/?ref_=tt_ov_i,https://www.imdb.com/title/tt1171701/,https://www.imdb.com/title/tt1171701/
Rang De Basanti,2006,Comedy,Not Rated,2,47,8.1,https://www.imdb.com/title/tt0405508/mediaviewer/rm1350078977/?ref_=tt_ov_i,https://www.imdb.com/video/vi1133361945?playlistId=tt0405508&ref_=tt_ov_vi,https://www.imdb.com/title/tt0405508/
Sarfarosh,1999,Action,Not Rated,2,54,8.1,https://www.imdb.com/title/tt0200087/mediaviewer/rm3515829760/?ref_=tt_ov_i,https://www.imdb.com/video/vi919125785?playlistId=tt0200087&ref_=tt_ov_vi,https://www.imdb.com/title/tt0200087/
Anand,1971,Drama,Not Rated,2,2,8.1,https://www.imdb.com/title/tt0066763/mediaviewer/rm3455655681/?ref_=tt_ov_i,https://www.imdb.com/video/vi3002710809?playlistId=tt0066763&ref_=tt_ov_vi,https://www.imdb.com/title/tt0066763/
Paan Singh Tomar,2012,Action,Not Rated,2,15,8.2,https://www.imdb.com/title/tt1620933/mediaviewer/rm1644410368/?ref_=tt_ov_i,https://www.imdb.com/video/vi2935798297?playlistId=tt1620933&ref_=tt_ov_vi,https://www.imdb.com/title/tt1620933/
Airlift,2016,Action,Not Rated,2,10,7.9,https://www.imdb.com/title/tt4387040/mediaviewer/rm4267867648/?ref_=tt_ov_i,https://www.imdb.com/video/vi584955673?playlistId=tt4387040&ref_=tt_ov_vi,https://www.imdb.com/title/tt4387040/
English Vinglish,2012,Comedy,Not Rated,2,14,7.8,https://www.imdb.com/title/tt2181931/mediaviewer/rm4039644672/?ref_=tt_ov_i,https://www.imdb.com/video/vi3007888409?playlistId=tt2181931&ref_=tt_ov_vi,https://www.imdb.com/title/tt2181931/
Vizontele,2001,Comedy,,,,8.0,https://www.imdb.com/title/tt0270053/mediaviewer/rm2230165248/?ref_=tt_ov_i,https://www.imdb.com/video/vi707634713?playlistId=tt0270053&ref_=tt_ov_vi,https://www.imdb.com/title/tt0270053/
Kahaani,2012,Mystery,Not Rated,2,2,8.1,https://www.imdb.com/title/tt1821480/mediaviewer/rm107394816/?ref_=tt_ov_i,https://www.imdb.com/video/vi2848701209?playlistId=tt1821480&ref_=tt_ov_vi,https://www.imdb.com/title/tt1821480/
Hindi Medium,2017,Comedy,Not Rated,2,12,7.8,https://www.imdb.com/title/tt5764096/mediaviewer/rm3391247872/?ref_=tt_ov_i,https://www.imdb.com/video/vi2007415065?playlistId=tt5764096&ref_=tt_ov_vi,https://www.imdb.com/title/tt5764096/
OMG: Oh My God!,2012,Comedy,Not Rated,2,5,8.1,https://www.imdb.com/title/tt2283748/mediaviewer/rm2141932032/?ref_=tt_ov_i,https://www.imdb.com/video/vi2022554393?playlistId=tt2283748&ref_=tt_ov_vi,https://www.imdb.com/title/tt2283748/
Black,2005,Drama,Not Rated,2,2,8.1,https://www.imdb.com/title/tt0375611/mediaviewer/rm1951206656/?ref_=tt_ov_i,https://www.imdb.com/video/vi2489302041?playlistId=tt0375611&ref_=tt_ov_vi,https://www.imdb.com/title/tt0375611/
Udaan,2010,Drama,Not Rated,2,14,8.1,https://www.imdb.com/title/tt1639426/mediaviewer/rm799049472/?ref_=tt_ov_i,https://www.imdb.com/title/tt1639426/,https://www.imdb.com/title/tt1639426/
96,2018,Drama,Not Rated,2,38,8.4,https://www.imdb.com/title/tt7019842/mediaviewer/rm656438016/?ref_=tt_ov_i,https://www.imdb.com/video/vi639417113?playlistId=tt7019842&ref_=tt_ov_vi,https://www.imdb.com/title/tt7019842/
Vicky Donor,2012,Comedy,Not Rated,2,6,7.8,https://www.imdb.com/title/tt2317337/mediaviewer/rm3135916032/?ref_=tt_ov_i,https://www.imdb.com/video/vi2872812313?playlistId=tt2317337&ref_=tt_ov_vi,https://www.imdb.com/title/tt2317337/
Chak De! India,2007,Drama,Not Rated,2,33,8.1,https://www.imdb.com/title/tt0871510/mediaviewer/rm4257369600/?ref_=tt_ov_i,https://www.imdb.com/video/vi2840442393?playlistId=tt0871510&ref_=tt_ov_vi,https://www.imdb.com/title/tt0871510/
Auf der anderen Seite,2007,Drama,Not Rated,2,2,7.7,https://www.imdb.com/title/tt0880502/mediaviewer/rm3295057664/?ref_=tt_ov_i,https://www.imdb.com/video/vi2363883801?playlistId=tt0880502&ref_=tt_ov_vi,https://www.imdb.com/title/tt0880502/
Eskiya,1996,Crime,Not Rated,2,8,8.1,https://www.imdb.com/title/tt0116231/mediaviewer/rm3335127552/?ref_=tt_ov_i,https://www.imdb.com/title/tt0116231/,https://www.imdb.com/title/tt0116231/
Hera Pheri,2000,Action,Not Rated,2,36,8.1,https://www.imdb.com/title/tt0242519/mediaviewer/rm1133008128/?ref_=tt_ov_i,https://www.imdb.com/video/vi2306652953?playlistId=tt0242519&ref_=tt_ov_vi,https://www.imdb.com/title/tt0242519/
Bhaag Milkha Bhaag,2013,Biography,Not Rated,3,6,8.2,https://www.imdb.com/title/tt2356180/mediaviewer/rm3825968896/?ref_=tt_ov_i,https://www.imdb.com/video/vi414165273?playlistId=tt2356180&ref_=tt_ov_vi,https://www.imdb.com/title/tt2356180/
Sholay,1975,Action,Not Rated,3,24,8.1,https://www.imdb.com/title/tt0073707/mediaviewer/rm3522305792/?ref_=tt_ov_i,https://www.imdb.com/video/vi214219545?playlistId=tt0073707&ref_=tt_ov_vi,https://www.imdb.com/title/tt0073707/
Veer-Zaara,2004,Drama,Not Rated,3,12,7.8,https://www.imdb.com/title/tt0420332/mediaviewer/rm1957971456/?ref_=tt_ov_i,https://www.imdb.com/video/vi3209279257?playlistId=tt0420332&ref_=tt_ov_vi,https://www.imdb.com/title/tt0420332/
"Swades: We, the People",2004,Drama,Not Rated,3,30,8.1,https://www.imdb.com/title/tt0367110/mediaviewer/rm3371172352/?ref_=tt_ov_i,https://www.imdb.com/video/vi3202595609?playlistId=tt0367110&ref_=tt_ov_vi,https://www.imdb.com/title/tt0367110/
Dev.D,2009,Comedy,Not Rated,2,24,7.9,https://www.imdb.com/title/tt1327035/mediaviewer/rm2612715520/?ref_=tt_ov_i,https://www.imdb.com/video/vi2660940313?playlistId=tt1327035&ref_=tt_ov_vi,https://www.imdb.com/title/tt1327035/
Drishyam 2,2021,Crime,,,,8.4,https://www.imdb.com/title/tt12361178/mediaviewer/rm4072658177/?ref_=tt_ov_i,https://www.imdb.com/video/vi1868087577?playlistId=tt12361178&ref_=tt_ov_vi,https://www.imdb.com/title/tt12361178/
Jab We Met,2007,Comedy,Not Rated,2,18,7.9,https://www.imdb.com/title/tt1093370/mediaviewer/rm2091002624/?ref_=tt_ov_i,https://www.imdb.com/video/vi3972250393?playlistId=tt1093370&ref_=tt_ov_vi,https://www.imdb.com/title/tt1093370/
Taegukgi hwinalrimyeo,2004,Action,R,2,20,8.0,https://www.imdb.com/title/tt0386064/mediaviewer/rm3963042048/?ref_=tt_ov_i,https://www.imdb.com/title/tt0386064/,https://www.imdb.com/title/tt0386064/
Special Chabbis,2013,Crime,Not Rated,2,24,8.0,https://www.imdb.com/title/tt2377938/mediaviewer/rm2237374976/?ref_=tt_ov_i,https://www.imdb.com/video/vi3847661593?playlistId=tt2377938&ref_=tt_ov_vi,https://www.imdb.com/title/tt2377938/
Baby,2015,Action,Not Rated,2,39,7.9,https://www.imdb.com/title/tt3848892/mediaviewer/rm2221154816/?ref_=tt_ov_i,https://www.imdb.com/video/vi3133520153?playlistId=tt3848892&ref_=tt_ov_vi,https://www.imdb.com/title/tt3848892/
Ratsasan,2018,Crime,Not Rated,2,50,8.3,https://www.imdb.com/title/tt7060344/mediaviewer/rm293499136/?ref_=tt_ov_i,https://www.imdb.com/video/vi2162473497?playlistId=tt7060344&ref_=tt_ov_vi,https://www.imdb.com/title/tt7060344/
The Circus,1928,Comedy,Passed,1,12,8.1,https://www.imdb.com/title/tt0018773/mediaviewer/rm3675495937/?ref_=tt_ov_i,https://www.imdb.com/title/tt0018773/,https://www.imdb.com/title/tt0018773/
Andaz Apna Apna,1994,Action,Not Rated,2,40,8.0,https://www.imdb.com/title/tt0109117/mediaviewer/rm3126277120/?ref_=tt_ov_i,https://www.imdb.com/video/vi2180823577?playlistId=tt0109117&ref_=tt_ov_vi,https://www.imdb.com/title/tt0109117/
Drishyam,2013,Crime,Not Rated,2,40,8.3,https://www.imdb.com/title/tt3417422/mediaviewer/rm1888280832/?ref_=tt_ov_i,https://www.imdb.com/video/vi1045477401?playlistId=tt3417422&ref_=tt_ov_vi,https://www.imdb.com/title/tt3417422/
Lage Raho Munna Bhai,2006,Comedy,Not Rated,2,24,8.0,https://www.imdb.com/title/tt0456144/mediaviewer/rm1147696128/?ref_=tt_ov_i,https://www.imdb.com/video/vi3889478425?playlistId=tt0456144&ref_=tt_ov_vi,https://www.imdb.com/title/tt0456144/
Tsubaki Sanjûrô,1962,Action,Not Rated,1,36,8.0,https://www.imdb.com/title/tt0056443/mediaviewer/rm283657984/?ref_=tt_ov_i,https://www.imdb.com/title/tt0056443/,https://www.imdb.com/title/tt0056443/
Dilwale Dulhania Le Jayenge,1995,Drama,Not Rated,3,9,8.0,https://www.imdb.com/title/tt0112870/mediaviewer/rm3140497664/?ref_=tt_ov_i,https://www.imdb.com/video/vi55031577?playlistId=tt0112870&ref_=tt_ov_vi,https://www.imdb.com/title/tt0112870/
Joyeux Noël,2005,Drama,PG-13,1,56,7.7,https://www.imdb.com/title/tt0424205/mediaviewer/rm1564116481/?ref_=tt_ov_i,https://www.imdb.com/video/vi2619587097?playlistId=tt0424205&ref_=tt_ov_vi,https://www.imdb.com/title/tt0424205/
The Muppet Christmas Carol,1992,Comedy,G,1,25,7.7,https://www.imdb.com/title/tt0104940/mediaviewer/rm2948226048/?ref_=tt_ov_i,https://www.imdb.com/video/vi4007641369?playlistId=tt0104940&ref_=tt_ov_vi,https://www.imdb.com/title/tt0104940/
La règle du jeu,1939,Comedy,Not Rated,1,50,7.9,https://www.imdb.com/title/tt0031885/mediaviewer/rm1989954560/?ref_=tt_ov_i,https://www.imdb.com/video/vi3511467545?playlistId=tt0031885&ref_=tt_ov_vi,https://www.imdb.com/title/tt0031885/
Super 30,2019,Biography,Not Rated,2,34,7.9,https://www.imdb.com/title/tt7485048/mediaviewer/rm441227009/?ref_=tt_ov_i,https://www.imdb.com/video/vi3503012889?playlistId=tt7485048&ref_=tt_ov_vi,https://www.imdb.com/title/tt7485048/
Zelig,1983,Comedy,PG,1,19,7.7,https://www.imdb.com/title/tt0086637/mediaviewer/rm316493824/?ref_=tt_ov_i,https://www.imdb.com/video/vi3084567321?playlistId=tt0086637&ref_=tt_ov_vi,https://www.imdb.com/title/tt0086637/
A Night at the Opera,1935,Comedy,Passed,1,36,7.8,https://www.imdb.com/title/tt0026778/mediaviewer/rm2498619136/?ref_=tt_ov_i,https://www.imdb.com/video/vi2865282841?playlistId=tt0026778&ref_=tt_ov_vi,https://www.imdb.com/title/tt0026778/
A Wednesday,2008,Action,Not Rated,1,44,8.1,https://www.imdb.com/title/tt1280558/mediaviewer/rm509508096/?ref_=tt_ov_i,https://www.imdb.com/video/vi1117764377?playlistId=tt1280558&ref_=tt_ov_vi,https://www.imdb.com/title/tt1280558/
Ayla: The Daughter of War,2017,Biography,,,,8.3,https://www.imdb.com/title/tt6316138/mediaviewer/rm2925077504/?ref_=tt_ov_i,https://www.imdb.com/video/vi1533262105?playlistId=tt6316138&ref_=tt_ov_vi,https://www.imdb.com/title/tt6316138/
C.R.A.Z.Y.,2005,Comedy,Not Rated,2,9,7.9,https://www.imdb.com/title/tt0401085/mediaviewer/rm2907806976/?ref_=tt_ov_i,https://www.imdb.com/title/tt0401085/,https://www.imdb.com/title/tt0401085/
Bir Zamanlar Anadolu'da,2011,Crime,Not Rated,2,37,7.8,https://www.imdb.com/title/tt1827487/mediaviewer/rm1023133441/?ref_=tt_ov_i,https://www.imdb.com/video/vi2601688601?playlistId=tt1827487&ref_=tt_ov_vi,https://www.imdb.com/title/tt1827487/
Bajrangi Bhaijaan,2015,Action,Not Rated,2,43,8.1,https://www.imdb.com/title/tt3863552/mediaviewer/rm1499259393/?ref_=tt_ov_i,https://www.imdb.com/video/vi68991001?playlistId=tt3863552&ref_=tt_ov_vi,https://www.imdb.com/title/tt3863552/
Chhichhore,2019,Comedy,Not Rated,2,23,8.2,https://www.imdb.com/title/tt9052870/mediaviewer/rm3906899969/?ref_=tt_ov_i,https://www.imdb.com/video/vi1044495385?playlistId=tt9052870&ref_=tt_ov_vi,https://www.imdb.com/title/tt9052870/
G.O.R.A.,2004,Adventure,,,,8.0,https://www.imdb.com/title/tt0384116/mediaviewer/rm3174407424/?ref_=tt_ov_i,https://www.imdb.com/video/vi2979969561?playlistId=tt0384116&ref_=tt_ov_vi,https://www.imdb.com/title/tt0384116/
La grande illusion,1937,Drama,Not Rated,1,53,8.1,https://www.imdb.com/title/tt0028950/mediaviewer/rm352505600/?ref_=tt_ov_i,https://www.imdb.com/video/vi1344124953?playlistId=tt0028950&ref_=tt_ov_vi,https://www.imdb.com/title/tt0028950/
Love and Death,1975,Comedy,PG,1,25,7.7,https://www.imdb.com/title/tt0073312/mediaviewer/rm1461184001/?ref_=tt_ov_i,https://www.imdb.com/video/vi3086992153?playlistId=tt0073312&ref_=tt_ov_vi,https://www.imdb.com/title/tt0073312/
Le passé,2013,Drama,PG-13,2,10,7.7,https://www.imdb.com/title/tt2404461/mediaviewer/rm2955912704/?ref_=tt_ov_i,https://www.imdb.com/video/vi893364249?playlistId=tt2404461&ref_=tt_ov_vi,https://www.imdb.com/title/tt2404461/
White Heat,1949,Action,Not Rated,1,54,8.1,https://www.imdb.com/title/tt0042041/mediaviewer/rm757335552/?ref_=tt_ov_i,https://www.imdb.com/video/vi1833877273?playlistId=tt0042041&ref_=tt_ov_vi,https://www.imdb.com/title/tt0042041/
Duck Soup,1933,Comedy,Not Rated,1,9,7.8,https://www.imdb.com/title/tt0023969/mediaviewer/rm432931328/?ref_=tt_ov_i,https://www.imdb.com/video/vi2848505625?playlistId=tt0023969&ref_=tt_ov_vi,https://www.imdb.com/title/tt0023969/
Badhaai ho,2018,Comedy,Not Rated,2,4,8.0,https://www.imdb.com/title/tt7725596/mediaviewer/rm2055830528/?ref_=tt_ov_i,https://www.imdb.com/video/vi2747120153?playlistId=tt7725596&ref_=tt_ov_vi,https://www.imdb.com/title/tt7725596/
No Man's Land,2001,Comedy,R,1,38,7.9,https://www.imdb.com/title/tt0283509/mediaviewer/rm1167542272/?ref_=tt_ov_i,https://www.imdb.com/video/vi1255916313?playlistId=tt0283509&ref_=tt_ov_vi,https://www.imdb.com/title/tt0283509/
Sullivan's Travels,1941,Adventure,Passed,1,30,7.9,https://www.imdb.com/title/tt0034240/mediaviewer/rm3101641472/?ref_=tt_ov_i,https://www.imdb.com/video/vi41598745?playlistId=tt0034240&ref_=tt_ov_vi,https://www.imdb.com/title/tt0034240/
Padman,2018,Biography,PG-13,2,20,7.9,https://www.imdb.com/title/tt7218518/mediaviewer/rm3695529984/?ref_=tt_ov_i,https://www.imdb.com/video/vi2140715033?playlistId=tt7218518&ref_=tt_ov_vi,https://www.imdb.com/title/tt7218518/
Mandariinid,2013,Drama,Not Rated,1,27,8.1,https://www.imdb.com/title/tt2991224/mediaviewer/rm3194089472/?ref_=tt_ov_i,https://www.imdb.com/video/vi2747316761?playlistId=tt2991224&ref_=tt_ov_vi,https://www.imdb.com/title/tt2991224/
Da hong deng long gao gao gua,1991,Drama,PG,2,5,8.1,https://www.imdb.com/title/tt0101640/mediaviewer/rm4211070721/?ref_=tt_ov_i,https://www.imdb.com/video/vi1979040537?playlistId=tt0101640&ref_=tt_ov_vi,https://www.imdb.com/title/tt0101640/
Celda 211,2009,Action,,,,7.6,https://www.imdb.com/title/tt1242422/mediaviewer/rm2479566080/?ref_=tt_ov_i,https://www.imdb.com/video/vi1854651161?playlistId=tt1242422&ref_=tt_ov_vi,https://www.imdb.com/title/tt1242422/
Yume,1990,Drama,PG,1,59,7.7,https://www.imdb.com/title/tt0100998/mediaviewer/rm983035393/?ref_=tt_ov_i,https://www.imdb.com/video/vi105028633?playlistId=tt0100998&ref_=tt_ov_vi,https://www.imdb.com/title/tt0100998/
Höstsonaten,1978,Drama,PG,1,39,8.1,https://www.imdb.com/title/tt0077711/mediaviewer/rm2000493312/?ref_=tt_ov_i,https://www.imdb.com/video/vi4069245721?playlistId=tt0077711&ref_=tt_ov_vi,https://www.imdb.com/title/tt0077711/
Barfi!,2012,Comedy,Not Rated,2,31,8.1,https://www.imdb.com/title/tt2082197/mediaviewer/rm603112192/?ref_=tt_ov_i,https://www.imdb.com/video/vi4231963673?playlistId=tt2082197&ref_=tt_ov_vi,https://www.imdb.com/title/tt2082197/
Sennen joyû,2001,Animation,PG,1,27,7.8,https://www.imdb.com/title/tt0291350/mediaviewer/rm803159296/?ref_=tt_ov_i,https://www.imdb.com/video/vi348766489?playlistId=tt0291350&ref_=tt_ov_vi,https://www.imdb.com/title/tt0291350/
The Lost Weekend,1945,Drama,Passed,1,41,7.9,https://www.imdb.com/title/tt0037884/mediaviewer/rm2147931136/?ref_=tt_ov_i,https://www.imdb.com/video/vi499163673?playlistId=tt0037884&ref_=tt_ov_vi,https://www.imdb.com/title/tt0037884/
Ace in the Hole,1951,Drama,Approved,1,51,8.1,https://www.imdb.com/title/tt0043338/mediaviewer/rm1480856832/?ref_=tt_ov_i,https://www.imdb.com/video/vi2991849497?playlistId=tt0043338&ref_=tt_ov_vi,https://www.imdb.com/title/tt0043338/
Babam ve Oglum,2005,Drama,Not Rated,1,52,8.2,https://www.imdb.com/title/tt0476735/mediaviewer/rm1040318720/?ref_=tt_ov_i,https://www.imdb.com/title/tt0476735/,https://www.imdb.com/title/tt0476735/
El ángel exterminador,1962,Drama,Not Rated,1,35,8.0,https://www.imdb.com/title/tt0056732/mediaviewer/rm3482665472/?ref_=tt_ov_i,https://www.imdb.com/video/vi990887449?playlistId=tt0056732&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056732/
Roma città aperta,1945,Drama,Not Rated,1,43,8.0,https://www.imdb.com/title/tt0038890/mediaviewer/rm2782413824/?ref_=tt_ov_i,https://www.imdb.com/video/vi3120020505?playlistId=tt0038890&ref_=tt_ov_vi,https://www.imdb.com/title/tt0038890/
Les triplettes de Belleville,2003,Animation,PG-13,1,20,7.7,https://www.imdb.com/title/tt0286244/mediaviewer/rm2920179712/?ref_=tt_ov_i,https://www.imdb.com/video/vi1963702809?playlistId=tt0286244&ref_=tt_ov_vi,https://www.imdb.com/title/tt0286244/
