country_name,year,debt_to_gdp_ratio,growth_rate,population
Ukraine,2018,62.03%,-0.54%,"43,192,122"
Ukraine,2017,62.03%,-0.51%,"43,192,122"
Ukraine,2015,62.03%,-0.38%,"43,192,122"
Ukraine,2010,62.03%,-0.47%,"43,192,122"
Ukraine,2005,62.03%,-0.81%,"43,192,122"
Ukraine,2000,62.03%,-0.83%,"43,192,122"
Laos,2022,64.13%,1.47%,"7,481,023"
Laos,2021,64.13%,1.51%,"7,481,023"
Laos,2020,64.13%,1.48%,"7,481,023"
Laos,2019,64.13%,1.53%,"7,481,023"
Bahamas,1990,60.49%,1.78%,"400,516"
Bahamas,1985,60.49%,2.18%,"400,516"
Bahamas,1980,60.49%,2.20%,"400,516"
Bahamas,1975,60.49%,2.21%,"400,516"
Bahamas,1970,60.49%,3.87%,"400,516"
Bahamas,1965,60.49%,5.04%,"400,516"
Bahamas,1960,60.49%,4.33%,"400,516"
Bahamas,1955,60.49%,2.30%,"400,516"
Ireland,2019,62.42%,1.32%,"5,020,199"
Ireland,2018,62.42%,1.38%,"5,020,199"
Ireland,2017,62.42%,1.23%,"5,020,199"
Ireland,2015,62.42%,0.43%,"5,020,199"
Ireland,2010,62.42%,1.92%,"5,020,199"
Ireland,2005,62.42%,1.82%,"5,020,199"
Ireland,2000,62.42%,1.04%,"5,020,199"
Finland,1955,59.88%,1.12%,"5,554,960"
Morocco,2022,65.11%,1.20%,"37,772,756"
Morocco,2021,65.11%,1.23%,"37,772,756"
Morocco,2020,65.11%,1.20%,"37,772,756"
Morocco,2019,65.11%,1.23%,"37,772,756"
Djibouti,2019,62.99%,1.53%,"1,016,097"
Djibouti,2018,62.99%,1.57%,"1,016,097"
Djibouti,2017,62.99%,1.61%,"1,016,097"
Djibouti,2015,62.99%,1.70%,"1,016,097"
Djibouti,2010,62.99%,1.41%,"1,016,097"
Djibouti,2005,62.99%,1.77%,"1,016,097"
Djibouti,2000,62.99%,2.63%,"1,016,097"
Djibouti,1995,62.99%,1.32%,"1,016,097"
Djibouti,1990,62.99%,6.76%,"1,016,097"
Oman,2000,61.29%,0.57%,"5,323,993"
Oman,1995,61.29%,4.00%,"5,323,993"
Oman,1990,61.29%,3.88%,"5,323,993"
Oman,1985,61.29%,5.36%,"5,323,993"
Oman,1980,61.29%,5.53%,"5,323,993"
Oman,1975,61.29%,4.03%,"5,323,993"
Oman,1970,61.29%,2.98%,"5,323,993"
Oman,1965,61.29%,2.53%,"5,323,993"
Maldives,1995,61.43%,2.63%,"540,985"
Maldives,1990,61.43%,3.32%,"540,985"
Maldives,1985,61.43%,3.67%,"540,985"
Maldives,1980,61.43%,3.02%,"540,985"
Maldives,1975,61.43%,3.35%,"540,985"
Maldives,1970,61.43%,2.41%,"540,985"
Nauru,1960,60.39%,2.76%,"10,903"
Nauru,1955,60.39%,2.21%,"10,903"
Ghana,1995,61.99%,2.86%,"32,395,450"
Ghana,1990,61.99%,2.94%,"32,395,450"
Ghana,1985,61.99%,2.95%,"32,395,450"
Ghana,1980,61.99%,2.06%,"32,395,450"
Ghana,1975,61.99%,2.71%,"32,395,450"
Ghana,1970,61.99%,2.45%,"32,395,450"
Ghana,1965,61.99%,3.13%,"32,395,450"
Albania,2022,65.13%,-0.12%,"2,866,374"
Albania,2021,65.13%,-0.09%,"2,866,374"
Albania,2020,65.13%,-0.11%,"2,866,374"
Albania,2019,65.13%,-0.06%,"2,866,374"
Albania,2018,65.13%,-0.05%,"2,866,374"
Albania,2017,65.13%,-0.08%,"2,866,374"
Senegal,1985,62.00%,3.00%,"17,653,671"
Senegal,1980,62.00%,2.52%,"17,653,671"
Senegal,1975,62.00%,2.98%,"17,653,671"
Senegal,1970,62.00%,2.94%,"17,653,671"
Senegal,1965,62.00%,2.81%,"17,653,671"
Senegal,1960,62.00%,2.69%,"17,653,671"
Senegal,1955,62.00%,2.46%,"17,653,671"
Burundi,2018,63.54%,3.22%,"12,624,840"
Burundi,2017,63.54%,3.23%,"12,624,840"
Burundi,2015,63.54%,3.21%,"12,624,840"
Burundi,2010,63.54%,3.33%,"12,624,840"
Burundi,2005,63.54%,2.92%,"12,624,840"
Burundi,2000,63.54%,1.28%,"12,624,840"
Burundi,1995,63.54%,1.94%,"12,624,840"
Burundi,1990,63.54%,2.74%,"12,624,840"
Slovenia,2022,65.44%,0.02%,"2,078,034"
Slovenia,2021,65.44%,0.04%,"2,078,034"
Slovenia,2020,65.44%,0.01%,"2,078,034"
Slovenia,2019,65.44%,0.04%,"2,078,034"
Ukraine,1995,62.03%,-0.22%,"43,192,122"
Ukraine,1990,62.03%,0.21%,"43,192,122"
Ukraine,1985,62.03%,0.38%,"43,192,122"
Ukraine,1980,62.03%,0.49%,"43,192,122"
Ukraine,1975,62.03%,0.70%,"43,192,122"
Ukraine,1970,62.03%,0.79%,"43,192,122"
Hungary,2022,66.62%,-0.26%,"9,606,259"
Hungary,2021,66.62%,-0.24%,"9,606,259"
Hungary,2020,66.62%,-0.25%,"9,606,259"
Hungary,2019,66.62%,-0.24%,"9,606,259"
Laos,2018,64.13%,1.56%,"7,481,023"
Laos,2017,64.13%,1.57%,"7,481,023"
Laos,2015,64.13%,1.53%,"7,481,023"
Laos,2010,64.13%,1.67%,"7,481,023"
Laos,2005,64.13%,1.56%,"7,481,023"
Laos,2000,64.13%,1.90%,"7,481,023"
Laos,1995,64.13%,2.62%,"7,481,023"
Laos,1990,64.13%,2.92%,"7,481,023"
Laos,1985,64.13%,2.51%,"7,481,023"
Mauritius,2022,67.50%,0.16%,"1,274,727"
Mauritius,2021,67.50%,0.18%,"1,274,727"
Mauritius,2020,67.50%,0.17%,"1,274,727"
El Salvador,2022,68.10%,0.50%,"6,550,389"
El Salvador,2021,68.10%,0.51%,"6,550,389"
El Salvador,2020,68.10%,0.51%,"6,550,389"
Ireland,1995,62.42%,0.46%,"5,020,199"
Ireland,1990,62.42%,-0.00%,"5,020,199"
Ireland,1985,62.42%,0.73%,"5,020,199"
Ireland,1980,62.42%,1.53%,"5,020,199"
Ireland,1975,62.42%,1.53%,"5,020,199"
Ireland,1970,62.42%,0.59%,"5,020,199"
Ireland,1965,62.42%,0.23%,"5,020,199"
Ireland,1960,62.42%,-0.58%,"5,020,199"
Morocco,2018,65.11%,1.26%,"37,772,756"
Morocco,2017,65.11%,1.29%,"37,772,756"
Morocco,2015,65.11%,1.40%,"37,772,756"
Morocco,2010,65.11%,1.21%,"37,772,756"
Morocco,2005,65.11%,1.13%,"37,772,756"
Morocco,2000,65.11%,1.30%,"37,772,756"
Morocco,1995,65.11%,1.70%,"37,772,756"
Morocco,1990,65.11%,1.97%,"37,772,756"
Djibouti,1985,62.99%,3.46%,"1,016,097"
Djibouti,1980,62.99%,9.87%,"1,016,097"
Djibouti,1975,62.99%,7.02%,"1,016,097"
Djibouti,1970,62.99%,6.79%,"1,016,097"
Djibouti,1965,62.99%,6.57%,"1,016,097"
Djibouti,1960,62.99%,3.75%,"1,016,097"
Oman,1960,61.29%,2.16%,"5,323,993"
Oman,1955,61.29%,1.67%,"5,323,993"
Maldives,1965,61.43%,2.71%,"540,985"
Maldives,1960,61.43%,2.43%,"540,985"
Maldives,1955,61.43%,1.57%,"540,985"
Ghana,1960,61.99%,2.97%,"32,395,450"
Ghana,1955,61.99%,2.62%,"32,395,450"
Albania,2015,65.13%,-0.39%,"2,866,374"
Albania,2010,65.13%,-0.92%,"2,866,374"
Albania,2005,65.13%,-0.27%,"2,866,374"
Albania,2000,65.13%,0.10%,"2,866,374"
Albania,1995,65.13%,-1.08%,"2,866,374"
Albania,1990,65.13%,2.04%,"2,866,374"
Albania,1985,65.13%,2.05%,"2,866,374"
Burundi,1985,63.54%,2.71%,"12,624,840"
Burundi,1980,63.54%,2.35%,"12,624,840"
Burundi,1975,63.54%,1.24%,"12,624,840"
Burundi,1970,63.54%,2.37%,"12,624,840"
Burundi,1965,63.54%,2.04%,"12,624,840"
Burundi,1960,63.54%,1.98%,"12,624,840"
Burundi,1955,63.54%,1.90%,"12,624,840"
Slovenia,2018,65.44%,0.07%,"2,078,034"
Slovenia,2017,65.44%,0.10%,"2,078,034"
Slovenia,2015,65.44%,0.27%,"2,078,034"
Slovenia,2010,65.44%,0.48%,"2,078,034"
Slovenia,2005,65.44%,0.07%,"2,078,034"
Slovenia,2000,65.44%,-0.03%,"2,078,034"
Ukraine,1965,62.03%,1.19%,"43,192,122"
Ukraine,1960,62.03%,1.29%,"43,192,122"
Ukraine,1955,62.03%,1.42%,"43,192,122"
Hungary,2018,66.62%,-0.23%,"9,606,259"
Hungary,2017,66.62%,-0.24%,"9,606,259"
Hungary,2015,66.62%,-0.30%,"9,606,259"
Hungary,2010,66.62%,-0.32%,"9,606,259"
Hungary,2005,66.62%,-0.27%,"9,606,259"
Hungary,2000,66.62%,-0.25%,"9,606,259"
Hungary,1995,66.62%,-0.05%,"9,606,259"
Hungary,1990,66.62%,-0.36%,"9,606,259"
India,2022,69.04%,1.00%,"1,406,631,776"
Laos,1980,64.13%,1.32%,"7,481,023"
Laos,1975,64.13%,2.57%,"7,481,023"
Laos,1970,64.13%,2.44%,"7,481,023"
Laos,1965,64.13%,2.35%,"7,481,023"
Laos,1960,64.13%,2.32%,"7,481,023"
Laos,1955,64.13%,2.36%,"7,481,023"
Mauritius,2019,67.50%,0.20%,"1,274,727"
Mauritius,2018,67.50%,0.21%,"1,274,727"
Mauritius,2017,67.50%,0.21%,"1,274,727"
Mauritius,2015,67.50%,0.18%,"1,274,727"
Mauritius,2010,67.50%,0.42%,"1,274,727"
Mauritius,2005,67.50%,0.61%,"1,274,727"
Mauritius,2000,67.50%,0.98%,"1,274,727"
Togo,2022,70.39%,2.43%,"8,680,837"
Togo,2021,70.39%,2.46%,"8,680,837"
Togo,2020,70.39%,2.43%,"8,680,837"
Togo,2019,70.39%,2.45%,"8,680,837"
El Salvador,2019,68.10%,0.51%,"6,550,389"
El Salvador,2018,68.10%,0.51%,"6,550,389"
El Salvador,2017,68.10%,0.50%,"6,550,389"
El Salvador,2015,68.10%,0.45%,"6,550,389"
El Salvador,2010,68.10%,0.43%,"6,550,389"
El Salvador,2005,68.10%,0.55%,"6,550,389"
El Salvador,2000,68.10%,0.91%,"6,550,389"
Ireland,1955,62.42%,-0.27%,"5,020,199"
Montenegro,2022,70.58%,0.01%,"627,950"
Montenegro,2021,70.58%,0.03%,"627,950"
Montenegro,2020,70.58%,0.01%,"627,950"
Montenegro,2019,70.58%,0.03%,"627,950"
Montenegro,2018,70.58%,0.04%,"627,950"
Morocco,1985,65.11%,2.39%,"37,772,756"
Morocco,1980,65.11%,2.35%,"37,772,756"
Morocco,1975,65.11%,2.15%,"37,772,756"
Morocco,1970,65.11%,2.38%,"37,772,756"
Morocco,1965,65.11%,2.91%,"37,772,756"
Morocco,1960,65.11%,3.26%,"37,772,756"
Djibouti,1955,62.99%,2.34%,"1,016,097"
Albania,1980,65.13%,2.15%,"2,866,374"
Albania,1975,65.13%,2.32%,"2,866,374"
Albania,1970,65.13%,2.55%,"2,866,374"
Albania,1965,65.13%,3.00%,"2,866,374"
Albania,1960,65.13%,2.87%,"2,866,374"
Albania,1955,65.13%,2.37%,"2,866,374"
Austria,2022,71.17%,0.55%,"9,066,710"
Austria,2021,71.17%,0.67%,"9,066,710"
Austria,2020,71.17%,0.57%,"9,066,710"
Austria,2019,71.17%,0.72%,"9,066,710"
Austria,2018,71.17%,0.81%,"9,066,710"
Slovenia,1995,65.44%,-0.15%,"2,078,034"
Slovenia,1990,65.44%,0.62%,"2,078,034"
Slovenia,1985,65.44%,1.16%,"2,078,034"
Slovenia,1980,65.44%,1.05%,"2,078,034"
Slovenia,1975,65.44%,0.86%,"2,078,034"
Slovenia,1970,65.44%,0.49%,"2,078,034"
Uruguay,2022,71.34%,0.34%,"3,496,016"
Uruguay,2021,71.34%,0.35%,"3,496,016"
Uruguay,2020,71.34%,0.35%,"3,496,016"
Saint Vincent And the Grenadines,2022,71.38%,0.31%,"111,551"
Saint Vincent And the Grenadines,2021,71.38%,0.33%,"111,551"
Saint Vincent And the Grenadines,2020,71.38%,0.32%,"111,551"
Saint Vincent And the Grenadines,2019,71.38%,0.34%,"111,551"
Saint Vincent And the Grenadines,2018,71.38%,0.35%,"111,551"
Hungary,1985,66.62%,-0.35%,"9,606,259"
Hungary,1980,66.62%,0.43%,"9,606,259"
Hungary,1975,66.62%,0.31%,"9,606,259"
Hungary,1970,66.62%,0.38%,"9,606,259"
Hungary,1965,66.62%,0.34%,"9,606,259"
Hungary,1960,66.62%,0.35%,"9,606,259"
India,2021,69.04%,1.02%,"1,406,631,776"
India,2020,69.04%,0.99%,"1,406,631,776"
India,2019,69.04%,1.02%,"1,406,631,776"
India,2018,69.04%,1.04%,"1,406,631,776"
India,2017,69.04%,1.07%,"1,406,631,776"
India,2015,69.04%,1.20%,"1,406,631,776"
Saint Lucia,2022,71.62%,0.46%,"185,113"
Saint Lucia,2021,71.62%,0.48%,"185,113"
Mauritius,1995,67.50%,1.34%,"1,274,727"
Mauritius,1990,67.50%,0.78%,"1,274,727"
Mauritius,1985,67.50%,1.01%,"1,274,727"
Mauritius,1980,67.50%,1.60%,"1,274,727"
Mauritius,1975,67.50%,1.54%,"1,274,727"
Mauritius,1970,67.50%,1.87%,"1,274,727"
Mauritius,1965,67.50%,2.68%,"1,274,727"
Mauritius,1960,67.50%,2.95%,"1,274,727"
Mauritius,1955,67.50%,2.96%,"1,274,727"
Suriname,2022,72.05%,0.91%,"596,831"
Suriname,2021,72.05%,0.94%,"596,831"
Suriname,2020,72.05%,0.91%,"596,831"
Suriname,2019,72.05%,0.93%,"596,831"
Suriname,2018,72.05%,0.96%,"596,831"
Togo,2018,70.39%,2.48%,"8,680,837"
Togo,2017,70.39%,2.51%,"8,680,837"
Togo,2015,70.39%,2.66%,"8,680,837"
Togo,2010,70.39%,2.73%,"8,680,837"
Togo,2005,70.39%,2.65%,"8,680,837"
Togo,2000,70.39%,3.10%,"8,680,837"
El Salvador,1995,68.10%,1.32%,"6,550,389"
El Salvador,1990,68.10%,1.31%,"6,550,389"
El Salvador,1985,68.10%,1.46%,"6,550,389"
El Salvador,1980,68.10%,2.02%,"6,550,389"
El Salvador,1975,68.10%,2.50%,"6,550,389"
El Salvador,1970,68.10%,2.79%,"6,550,389"
Montenegro,2017,70.58%,0.05%,"627,950"
Montenegro,2015,70.58%,0.09%,"627,950"
Montenegro,2010,70.58%,0.26%,"627,950"
Montenegro,2005,70.58%,0.09%,"627,950"
Montenegro,2000,70.58%,-0.22%,"627,950"
Morocco,1955,65.11%,3.17%,"37,772,756"
Austria,2017,71.17%,0.83%,"9,066,710"
Austria,2015,71.17%,0.63%,"9,066,710"
Austria,2010,71.17%,0.38%,"9,066,710"
Austria,2005,71.17%,0.45%,"9,066,710"
Austria,2000,71.17%,0.20%,"9,066,710"
Austria,1995,71.17%,0.68%,"9,066,710"
Slovenia,1965,65.44%,0.53%,"2,078,034"
Slovenia,1960,65.44%,0.77%,"2,078,034"
Slovenia,1955,65.44%,0.72%,"2,078,034"
Uruguay,2019,71.34%,0.36%,"3,496,016"
Uruguay,2018,71.34%,0.37%,"3,496,016"
Uruguay,2017,71.34%,0.36%,"3,496,016"
Uruguay,2015,71.34%,0.31%,"3,496,016"
Uruguay,2010,71.34%,0.22%,"3,496,016"
Uruguay,2005,71.34%,0.01%,"3,496,016"
Uruguay,2000,71.34%,0.58%,"3,496,016"
Saint Vincent And the Grenadines,2017,71.38%,0.34%,"111,551"
Saint Vincent And the Grenadines,2015,71.38%,0.16%,"111,551"
Saint Vincent And the Grenadines,2010,71.38%,-0.07%,"111,551"
Saint Vincent And the Grenadines,2005,71.38%,0.15%,"111,551"
Saint Vincent And the Grenadines,2000,71.38%,-0.05%,"111,551"
Saint Vincent And the Grenadines,1995,71.38%,0.10%,"111,551"
Saint Vincent And the Grenadines,1990,71.38%,0.56%,"111,551"
Saint Vincent And the Grenadines,1985,71.38%,0.77%,"111,551"
Hungary,1955,66.62%,1.03%,"9,606,259"
Sierra Leone,2022,72.37%,2.10%,"8,306,436"
Sierra Leone,2021,72.37%,2.13%,"8,306,436"
Sierra Leone,2020,72.37%,2.10%,"8,306,436"
India,2010,69.04%,1.47%,"1,406,631,776"
India,2005,69.04%,1.67%,"1,406,631,776"
India,2000,69.04%,1.85%,"1,406,631,776"
India,1995,69.04%,1.99%,"1,406,631,776"
India,1990,69.04%,2.17%,"1,406,631,776"
India,1985,69.04%,2.33%,"1,406,631,776"
India,1980,69.04%,2.32%,"1,406,631,776"
India,1975,69.04%,2.33%,"1,406,631,776"
Sao Tome And Principe,2022,74.10%,1.91%,"227,679"
Sao Tome And Principe,2021,74.10%,1.91%,"227,679"
Sao Tome And Principe,2020,74.10%,1.91%,"227,679"
Saint Lucia,2020,71.62%,0.46%,"185,113"
Saint Lucia,2019,71.62%,0.50%,"185,113"
Saint Lucia,2018,71.62%,0.52%,"185,113"
Saint Lucia,2017,71.62%,0.52%,"185,113"
Saint Lucia,2015,71.62%,0.57%,"185,113"
Saint Lucia,2010,71.62%,1.27%,"185,113"
Saint Lucia,2005,71.62%,0.84%,"185,113"
Argentina,2022,75.90%,0.93%,"46,010,234"
Suriname,2017,72.05%,0.99%,"596,831"
Suriname,2015,72.05%,1.11%,"596,831"
Suriname,2010,72.05%,1.16%,"596,831"
Suriname,2005,72.05%,1.18%,"596,831"
Suriname,2000,72.05%,1.28%,"596,831"
Suriname,1995,72.05%,1.75%,"596,831"
Suriname,1990,72.05%,1.91%,"596,831"
Suriname,1985,72.05%,0.50%,"596,831"
Suriname,1980,72.05%,0.02%,"596,831"
Suriname,1975,72.05%,-0.48%,"596,831"
Togo,1995,70.39%,2.29%,"8,680,837"
Togo,1990,70.39%,3.02%,"8,680,837"
Togo,1985,70.39%,3.64%,"8,680,837"
Togo,1980,70.39%,2.45%,"8,680,837"
Togo,1975,70.39%,2.65%,"8,680,837"
Togo,1970,70.39%,4.37%,"8,680,837"
Togo,1965,70.39%,1.57%,"8,680,837"
Togo,1960,70.39%,1.41%,"8,680,837"
Togo,1955,70.39%,1.10%,"8,680,837"
El Salvador,1965,68.10%,2.96%,"6,550,389"
El Salvador,1960,68.10%,2.60%,"6,550,389"
El Salvador,1955,68.10%,2.03%,"6,550,389"
Montenegro,1995,70.58%,0.18%,"627,950"
Montenegro,1990,70.58%,0.03%,"627,950"
Montenegro,1985,70.58%,1.12%,"627,950"
Montenegro,1980,70.58%,0.94%,"627,950"
Montenegro,1975,70.58%,1.30%,"627,950"
Montenegro,1970,70.58%,-0.53%,"627,950"
Montenegro,1965,70.58%,1.84%,"627,950"
Montenegro,1960,70.58%,1.89%,"627,950"
Montenegro,1955,70.58%,2.37%,"627,950"
Austria,1990,71.17%,0.29%,"9,066,710"
Austria,1985,71.17%,0.01%,"9,066,710"
Austria,1980,71.17%,-0.07%,"9,066,710"
Austria,1975,71.17%,0.32%,"9,066,710"
Austria,1970,71.17%,0.57%,"9,066,710"
Austria,1965,71.17%,0.65%,"9,066,710"
Pakistan,2022,77.00%,1.99%,"229,488,994"
Pakistan,2021,77.00%,2.03%,"229,488,994"
Uruguay,1995,71.34%,0.73%,"3,496,016"
Uruguay,1990,71.34%,0.64%,"3,496,016"
Uruguay,1985,71.34%,0.65%,"3,496,016"
Uruguay,1980,71.34%,0.60%,"3,496,016"
Uruguay,1975,71.34%,0.14%,"3,496,016"
Uruguay,1970,71.34%,0.84%,"3,496,016"
Uruguay,1965,71.34%,1.20%,"3,496,016"
Uruguay,1960,71.34%,1.36%,"3,496,016"
San Marino,2022,77.12%,0.24%,"34,085"
San Marino,2021,77.12%,0.30%,"34,085"
San Marino,2020,77.12%,0.21%,"34,085"
Saint Vincent And the Grenadines,1980,71.38%,1.00%,"111,551"
Saint Vincent And the Grenadines,1975,71.38%,1.11%,"111,551"
Saint Vincent And the Grenadines,1970,71.38%,1.03%,"111,551"
Saint Vincent And the Grenadines,1965,71.38%,1.21%,"111,551"
Saint Vincent And the Grenadines,1960,71.38%,1.94%,"111,551"
Saint Vincent And the Grenadines,1955,71.38%,1.88%,"111,551"
Gambia,2022,78.67%,2.94%,"2,558,482"
Gambia,2021,78.67%,2.96%,"2,558,482"
Gambia,2020,78.67%,2.94%,"2,558,482"
Gambia,2019,78.67%,2.96%,"2,558,482"
Sierra Leone,2019,72.37%,2.13%,"8,306,436"
Sierra Leone,2018,72.37%,2.16%,"8,306,436"
Sierra Leone,2017,72.37%,2.18%,"8,306,436"
Sierra Leone,2015,72.37%,2.25%,"8,306,436"
Sierra Leone,2010,72.37%,2.59%,"8,306,436"
Sierra Leone,2005,72.37%,4.25%,"8,306,436"
Sierra Leone,2000,72.37%,1.27%,"8,306,436"
Sierra Leone,1995,72.37%,-0.07%,"8,306,436"
India,1970,69.04%,2.15%,"1,406,631,776"
India,1965,69.04%,2.07%,"1,406,631,776"
India,1960,69.04%,1.91%,"1,406,631,776"
India,1955,69.04%,1.72%,"1,406,631,776"
Dominica,2022,79.84%,0.25%,"72,344"
Dominica,2021,79.84%,0.24%,"72,344"
Dominica,2020,79.84%,0.25%,"72,344"
Sao Tome And Principe,2019,74.10%,1.91%,"227,679"
Sao Tome And Principe,2018,74.10%,1.90%,"227,679"
Sao Tome And Principe,2017,74.10%,1.90%,"227,679"
Sao Tome And Principe,2015,74.10%,2.03%,"227,679"
Sao Tome And Principe,2010,74.10%,2.75%,"227,679"
Sao Tome And Principe,2005,74.10%,2.05%,"227,679"
Sao Tome And Principe,2000,74.10%,1.56%,"227,679"
Sao Tome And Principe,1995,74.10%,2.01%,"227,679"
Saint Lucia,2000,71.62%,1.31%,"185,113"
Saint Lucia,1995,71.62%,1.25%,"185,113"
Saint Lucia,1990,71.62%,1.80%,"185,113"
Saint Lucia,1985,71.62%,1.39%,"185,113"
Saint Lucia,1980,71.62%,1.45%,"185,113"
Zambia,2022,80.50%,2.93%,"19,470,234"
Zambia,2021,80.50%,2.95%,"19,470,234"
Argentina,2021,75.90%,0.95%,"46,010,234"
Argentina,2020,75.90%,0.93%,"46,010,234"
Argentina,2019,75.90%,0.95%,"46,010,234"
Argentina,2018,75.90%,0.97%,"46,010,234"
Argentina,2017,75.90%,0.98%,"46,010,234"
Argentina,2015,75.90%,1.04%,"46,010,234"
Argentina,2010,75.90%,1.01%,"46,010,234"
Argentina,2005,75.90%,1.07%,"46,010,234"
Argentina,2000,75.90%,1.15%,"46,010,234"
Suriname,1970,72.05%,2.27%,"596,831"
Suriname,1965,72.05%,2.70%,"596,831"
Suriname,1960,72.05%,2.94%,"596,831"
Suriname,1955,72.05%,2.98%,"596,831"
Austria,1960,71.17%,0.34%,"9,066,710"
Austria,1955,71.17%,0.05%,"9,066,710"
Pakistan,2020,77.00%,2.00%,"229,488,994"
Pakistan,2019,77.00%,2.04%,"229,488,994"
Pakistan,2018,77.00%,2.08%,"229,488,994"
Pakistan,2017,77.00%,2.10%,"229,488,994"
Pakistan,2015,77.00%,2.14%,"229,488,994"
Pakistan,2010,77.00%,2.28%,"229,488,994"
Pakistan,2005,77.00%,2.40%,"229,488,994"
Uruguay,1955,71.34%,1.17%,"3,496,016"
San Marino,2019,77.12%,0.22%,"34,085"
San Marino,2018,77.12%,0.34%,"34,085"
San Marino,2017,77.12%,0.50%,"34,085"
San Marino,2015,77.12%,1.27%,"34,085"
San Marino,2010,77.12%,1.27%,"34,085"
San Marino,2005,77.12%,1.32%,"34,085"
San Marino,2000,77.12%,1.16%,"34,085"
San Marino,1995,77.12%,1.45%,"34,085"
San Marino,1990,77.12%,1.14%,"34,085"
Gambia,2018,78.67%,2.99%,"2,558,482"
Gambia,2017,78.67%,3.01%,"2,558,482"
Gambia,2015,78.67%,3.07%,"2,558,482"
Gambia,2010,78.67%,3.04%,"2,558,482"
Gambia,2005,78.67%,3.22%,"2,558,482"
Gambia,2000,78.67%,3.15%,"2,558,482"
Gambia,1995,78.67%,3.38%,"2,558,482"
Gambia,1990,78.67%,4.80%,"2,558,482"
Gambia,1985,78.67%,3.47%,"2,558,482"
Sierra Leone,1990,72.37%,2.57%,"8,306,436"
Sierra Leone,1985,72.37%,2.35%,"8,306,436"
Sierra Leone,1980,72.37%,2.21%,"8,306,436"
Sierra Leone,1975,72.37%,2.04%,"8,306,436"
Sierra Leone,1970,72.37%,1.82%,"8,306,436"
Sierra Leone,1965,72.37%,1.59%,"8,306,436"
Dominica,2019,79.84%,0.26%,"72,344"
Dominica,2018,79.84%,0.23%,"72,344"
Dominica,2017,79.84%,0.21%,"72,344"
Dominica,2015,79.84%,0.09%,"72,344"
Dominica,2010,79.84%,0.08%,"72,344"
Dominica,2005,79.84%,0.27%,"72,344"
Dominica,2000,79.84%,-0.41%,"72,344"
Dominica,1995,79.84%,0.19%,"72,344"
Dominica,1990,79.84%,-0.77%,"72,344"
Tunisia,2022,81.55%,1.05%,"12,046,656"
Tunisia,2021,81.55%,1.09%,"12,046,656"
Tunisia,2020,81.55%,1.06%,"12,046,656"
Sao Tome And Principe,1990,74.10%,2.59%,"227,679"
Sao Tome And Principe,1985,74.10%,1.84%,"227,679"
Sao Tome And Principe,1980,74.10%,2.88%,"227,679"
Sao Tome And Principe,1975,74.10%,2.20%,"227,679"
Sao Tome And Principe,1970,74.10%,2.82%,"227,679"
Sao Tome And Principe,1965,74.10%,0.18%,"227,679"
Saint Lucia,1975,71.62%,1.06%,"185,113"
Saint Lucia,1970,71.62%,1.59%,"185,113"
Saint Lucia,1965,71.62%,1.40%,"185,113"
Saint Lucia,1960,71.62%,0.73%,"185,113"
Saint Lucia,1955,71.62%,0.88%,"185,113"
Zambia,2020,80.50%,2.93%,"19,470,234"
Zambia,2019,80.50%,2.94%,"19,470,234"
Zambia,2018,80.50%,2.96%,"19,470,234"
Zambia,2017,80.50%,3.00%,"19,470,234"
Zambia,2015,80.50%,3.14%,"19,470,234"
Zambia,2010,80.50%,2.79%,"19,470,234"
Argentina,1995,75.90%,1.32%,"46,010,234"
Argentina,1990,75.90%,1.54%,"46,010,234"
Argentina,1985,75.90%,1.61%,"46,010,234"
Argentina,1980,75.90%,1.52%,"46,010,234"
Argentina,1975,75.90%,1.61%,"46,010,234"
Argentina,1970,75.90%,1.51%,"46,010,234"
Argentina,1965,75.90%,1.59%,"46,010,234"
Aruba,,83.57%,,"107,609"
Aruba,,83.57%,,"107,609"
Pakistan,2000,77.00%,2.83%,"229,488,994"
Pakistan,1995,77.00%,2.83%,"229,488,994"
Pakistan,1990,77.00%,3.15%,"229,488,994"
Pakistan,1985,77.00%,3.38%,"229,488,994"
Pakistan,1980,77.00%,3.16%,"229,488,994"
Pakistan,1975,77.00%,2.82%,"229,488,994"
United Kingdom,2022,85.67%,0.53%,"68,497,907"
United Kingdom,2021,85.67%,0.57%,"68,497,907"
United Kingdom,2020,85.67%,0.53%,"68,497,907"
San Marino,1985,77.12%,1.22%,"34,085"
San Marino,1980,77.12%,1.59%,"34,085"
San Marino,1975,77.12%,0.63%,"34,085"
San Marino,1970,77.12%,1.88%,"34,085"
San Marino,1965,77.12%,2.56%,"34,085"
San Marino,1960,77.12%,2.28%,"34,085"
San Marino,1955,77.12%,1.53%,"34,085"
Egypt,2022,86.93%,1.94%,"106,156,692"
Egypt,2021,86.93%,2.00%,"106,156,692"
Egypt,2020,86.93%,1.94%,"106,156,692"
Gambia,1980,78.67%,3.37%,"2,558,482"
Gambia,1975,78.67%,3.06%,"2,558,482"
Gambia,1970,78.67%,2.76%,"2,558,482"
Gambia,1965,78.67%,2.11%,"2,558,482"
Gambia,1960,78.67%,2.06%,"2,558,482"
Gambia,1955,78.67%,1.57%,"2,558,482"
Sierra Leone,1960,72.37%,1.36%,"8,306,436"
